ContractNaturalId,PlanetNaturalId,PlanetName,CreatorCompanyName,CreatorCompanyCode,MaterialName,MaterialTicker,MaterialCategory,MaterialWeight,MaterialVolume,MaterialAmount,Price,PriceCurrency,DeliveryTime,CreationTimeEpochMs,ExpiryTimeEpochMs,MinimumRating
6875,ZV-194a,Nike,Archiel Industries,ARCL,drinkingWater,DW,3f047ec3043bdd795fd7272d6be98799,0.10000000149011612,0.10000000149011612,200,10000,AIC,2,1663937384472,1664110184472,C
6829,ZV-194a,Nike,Viggle,VGL,limestone,LST,79f3917448cc4f6034ece865c41aea34,2.7300000190734863,1,200,12000,AIC,3,1663803880981,1664235880981,PENDING
6828,ZV-194a,Nike,Viggle,VGL,limestone,LST,79f3917448cc4f6034ece865c41aea34,2.7300000190734863,1,200,12000,AIC,3,1663803879566,1664235879566,PENDING
6827,ZV-194a,Nike,Viggle,VGL,limestone,LST,79f3917448cc4f6034ece865c41aea34,2.7300000190734863,1,200,12000,AIC,3,1663803878003,1664235878003,PENDING

