ContractNaturalId,PlanetNaturalId,PlanetName,OriginPlanetNaturalId,OriginPlanetName,DestinationPlanetNaturalId,DestinationPlanetName,CargoWeight,CargoVolume,CreatorCompanyName,CreatorCompanyCode,PayoutPrice,PayoutCurrency,DeliveryTime,CreationTimeEpochMs,ExpiryTimeEpochMs,MinimumRating
4802,TD-203b,Sheol,TD-260f,TD-260f,TD-203b,Sheol,35,500,Fungal Solutions Inc.,FSOL,3000,NCC,3,1663587740159,1666179740159,PENDING
4801,TD-203b,Sheol,TD-260f,TD-260f,TD-203b,Sheol,35,500,Fungal Solutions Inc.,FSOL,3000,NCC,3,1663587739181,1666179739181,PENDING
4800,TD-203b,Sheol,TD-260f,TD-260f,TD-203b,Sheol,35,500,Fungal Solutions Inc.,FSOL,3000,NCC,3,1663587738172,1666179738172,PENDING

