Username,PlanetNaturalId,PlanetName,BuildingId,BuildingTicker,BuildingCondition,BuildingLastRepairEpochMs,BuildingEfficiency
KARATESNOOPY,YI-715b,Verdant,9AC64F64,CM,0.9993189573287964,0,-1
KARATESNOOPY,YI-715b,Verdant,73EE559F,FP,0.9993196725845337,0,0.8491238951683044
KARATESNOOPY,YI-715b,Verdant,8B2AB327,FRM,0.9993196725845337,0,1.0716453790664673
KARATESNOOPY,YI-715b,Verdant,11727D1A,HB1,0.9993196725845337,0,-1
KARATESNOOPY,YI-715b,Verdant,E42C3DD4,HB1,0.9993196725845337,0,-1
KARATESNOOPY,YI-715b,Verdant,5C9C4C23,RIG,0.9993196725845337,0,0.8256601095199585

