ContractNaturalId,PlanetNaturalId,PlanetName,OriginPlanetNaturalId,OriginPlanetName,DestinationPlanetNaturalId,DestinationPlanetName,CargoWeight,CargoVolume,CreatorCompanyName,CreatorCompanyCode,PayoutPrice,PayoutCurrency,DeliveryTime,CreationTimeEpochMs,ExpiryTimeEpochMs,MinimumRating
66615,OT-580c,Vallis,OT-580c,Vallis,OT-580b,Montem,244.093994140625,31,The Draconis Corp,DRC,750,NCC,3,1664196632262,1664455832262,PENDING
66614,OT-580c,Vallis,OT-580c,Vallis,OT-580b,Montem,244.093994140625,31,The Draconis Corp,DRC,750,NCC,3,1664196631127,1664455831127,PENDING
66613,OT-580c,Vallis,OT-580c,Vallis,OT-580b,Montem,244.093994140625,31,The Draconis Corp,DRC,750,NCC,3,1664196629824,1664455829824,PENDING
66598,OT-580c,Vallis,OT-580c,Vallis,OT-442b,Danakil,12.5,10,Warren Inc,WARR,1000,NCC,1,1664111357185,1664543357185,PENDING

