ContractNaturalId,PlanetNaturalId,PlanetName,OriginPlanetNaturalId,OriginPlanetName,DestinationPlanetNaturalId,DestinationPlanetName,CargoWeight,CargoVolume,CreatorCompanyName,CreatorCompanyCode,PayoutPrice,PayoutCurrency,DeliveryTime,CreationTimeEpochMs,ExpiryTimeEpochMs,MinimumRating
90535,OT-580b,Montem,OT-580b,Montem,QQ-001b,Circe,1.2000000476837158,4.800000190734863,Freelance Traders Association,FTA,1000,NCC,3,1663999321084,1664431321084,PENDING

