ContractNaturalId,PlanetNaturalId,PlanetName,OriginPlanetNaturalId,OriginPlanetName,DestinationPlanetNaturalId,DestinationPlanetName,CargoWeight,CargoVolume,CreatorCompanyName,CreatorCompanyCode,PayoutPrice,PayoutCurrency,DeliveryTime,CreationTimeEpochMs,ExpiryTimeEpochMs,MinimumRating
78626,UV-796b,Proxion,UV-796b,Proxion,XH-594a,Libertas,245.6999969482422,90,Icarus Legion,ICL,2000,CIS,3,1664154467985,1664586467985,F
78625,UV-796b,Proxion,UV-796b,Proxion,XH-594a,Libertas,245.6999969482422,90,Icarus Legion,ICL,2000,CIS,3,1664154456456,1664586456456,F

